KL: [02:33:03.719] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [1] 蓝史莱姆 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.069] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [354] 织网发型师 => None, PrimaryEnvironment: None
KL: [02:33:04.070] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [355] 萤火虫 => None, PrimaryEnvironment: None
KL: [02:33:04.071] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [356] 蝴蝶 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.072] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [357] 蠕虫 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.073] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [358] 荧光虫 => Hallow, PrimaryEnvironment: Hallow
KL: [02:33:04.074] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [359] 蜗牛 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:04.075] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [360] 发光蜗牛 => SurfaceMushroom, MushroomUnderground, PrimaryEnvironment: SurfaceMushroom
KL: [02:33:04.076] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [361] 青蛙 => Jungle, PrimaryEnvironment: Jungle
KL: [02:33:04.077] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [362] 鸭 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.078] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [363] 鸭 => None, PrimaryEnvironment: None
KL: [02:33:04.079] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [364] 鸭 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.080] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [365] 鸭 => None, PrimaryEnvironment: None
KL: [02:33:04.081] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [366] 蝎子 => Desert, PrimaryEnvironment: Desert
KL: [02:33:04.082] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [367] 蝎子 => Desert, PrimaryEnvironment: Desert
KL: [02:33:04.083] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [368] 旅商 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.084] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [369] 渔夫 => Ocean, PrimaryEnvironment: Ocean
KL: [02:33:04.085] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [370] 猪龙鱼公爵 => Ocean, PrimaryEnvironment: Ocean
KL: [02:33:04.086] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [371] 爆炸泡泡 => None, PrimaryEnvironment: None
KL: [02:33:04.087] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [372] 鲨鱼龙 => Ocean, PrimaryEnvironment: Ocean
KL: [02:33:04.088] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [373] 鲨鱼龙 => None, PrimaryEnvironment: None
KL: [02:33:04.089] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [374] 松露虫 => MushroomUnderground, PrimaryEnvironment: MushroomUnderground
KL: [02:33:04.090] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [375] 松露虫 => None, PrimaryEnvironment: None
KL: [02:33:04.091] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [376] 沉睡渔夫 => None, PrimaryEnvironment: None
KL: [02:33:04.092] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [377] 蚱蜢 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.093] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [378] 嗒嗒牙齿炸弹 => None, PrimaryEnvironment: None
KL: [02:33:04.094] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [379] 邪教徒弓箭手 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.095] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [380] 邪教徒弓箭手 => None, PrimaryEnvironment: None
KL: [02:33:04.096] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [381] 扰脑怪 => None, PrimaryEnvironment: None
KL: [02:33:04.097] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [382] 激光枪手 => None, PrimaryEnvironment: None
KL: [02:33:04.098] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [383] 火星军官 => None, PrimaryEnvironment: None
KL: [02:33:04.099] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [384] 泡泡护盾 => None, PrimaryEnvironment: None
KL: [02:33:04.100] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [385] 灰咕噜兽旗 => None, PrimaryEnvironment: None
KL: [02:33:04.101] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [386] 火星工程师 => None, PrimaryEnvironment: None
KL: [02:33:04.102] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [387] 特斯拉炮塔 => None, PrimaryEnvironment: None
KL: [02:33:04.103] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [388] 火星飞船 => None, PrimaryEnvironment: None
KL: [02:33:04.105] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [389] 电击怪 => None, PrimaryEnvironment: None
KL: [02:33:04.105] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [390] 鳞甲怪枪手 => None, PrimaryEnvironment: None
KL: [02:33:04.107] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [391] 鳞甲怪 => None, PrimaryEnvironment: None
KL: [02:33:04.108] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [392] 火星飞碟 => None, PrimaryEnvironment: None
KL: [02:33:04.109] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [393] 火星飞碟炮塔 => None, PrimaryEnvironment: None
KL: [02:33:04.109] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [394] 火星飞碟炮 => None, PrimaryEnvironment: None
KL: [02:33:04.110] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [395] 火星飞碟 => None, PrimaryEnvironment: None
KL: [02:33:04.111] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [396] 月亮领主 => None, PrimaryEnvironment: None
KL: [02:33:04.112] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [397] 月亮领主手 => None, PrimaryEnvironment: None
KL: [02:33:04.113] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [398] 月亮领主心脏 => None, PrimaryEnvironment: None
KL: [02:33:04.114] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [399] 火星探测器 => Sky, PrimaryEnvironment: Sky
KL: [02:33:04.115] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [400] 克苏鲁真眼 => None, PrimaryEnvironment: None
KL: [02:33:04.116] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [401] 月蛭凝块 => None, PrimaryEnvironment: None
KL: [02:33:04.117] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [402] 银河织妖 => StardustPillar, PrimaryEnvironment: StardustPillar
KL: [02:33:04.118] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [403] NPCName.StardustWormBody => None, PrimaryEnvironment: None
KL: [02:33:04.119] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [404] NPCName.StardustWormTail => None, PrimaryEnvironment: None
KL: [02:33:04.120] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [405] 星细胞 => StardustPillar, PrimaryEnvironment: StardustPillar
KL: [02:33:04.121] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [406] 迷你星细胞 => StardustPillar, PrimaryEnvironment: StardustPillar
KL: [02:33:04.122] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [407] 流体入侵怪 => StardustPillar, PrimaryEnvironment: StardustPillar
KL: [02:33:04.123] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [408] NPCName.StardustJellyfishSmall => None, PrimaryEnvironment: None
KL: [02:33:04.124] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [409] 闪耀炮手 => StardustPillar, PrimaryEnvironment: StardustPillar
KL: [02:33:04.124] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [410] 闪耀怪 => None, PrimaryEnvironment: None
KL: [02:33:04.126] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [411] 观星怪 => StardustPillar, PrimaryEnvironment: StardustPillar
KL: [02:33:04.127] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [412] 千足蜈蚣 => SolarPillar, PrimaryEnvironment: SolarPillar
KL: [02:33:04.127] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [413] 千足蜈蚣 => None, PrimaryEnvironment: None
KL: [02:33:04.128] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [414] 千足蜈蚣 => None, PrimaryEnvironment: None
KL: [02:33:04.129] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [415] 火龙怪 => SolarPillar, PrimaryEnvironment: SolarPillar
KL: [02:33:04.130] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [416] 火龙怪骑士 => SolarPillar, PrimaryEnvironment: SolarPillar
KL: [02:33:04.131] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [417] 火滚怪 => SolarPillar, PrimaryEnvironment: SolarPillar
KL: [02:33:04.132] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [418] 流星火怪 => SolarPillar, PrimaryEnvironment: SolarPillar
KL: [02:33:04.133] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [419] 火月怪 => SolarPillar, PrimaryEnvironment: SolarPillar
KL: [02:33:04.134] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [420] 星云浮怪 => NebulaPillar, PrimaryEnvironment: NebulaPillar
KL: [02:33:04.135] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [421] 吮脑怪 => NebulaPillar, PrimaryEnvironment: NebulaPillar
KL: [02:33:04.135] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [422] 星旋柱 => VortexPillar, PrimaryEnvironment: VortexPillar
KL: [02:33:04.136] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [423] 进化兽 => NebulaPillar, PrimaryEnvironment: NebulaPillar
KL: [02:33:04.137] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [424] 预言帝 => NebulaPillar, PrimaryEnvironment: NebulaPillar
KL: [02:33:04.138] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [425] 漩泥怪 => VortexPillar, PrimaryEnvironment: VortexPillar
KL: [02:33:04.139] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [426] 异星蜂王 => VortexPillar, PrimaryEnvironment: VortexPillar
KL: [02:33:04.140] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [427] 异星黄蜂 => VortexPillar, PrimaryEnvironment: VortexPillar
KL: [02:33:04.141] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [428] 异星幼虫 => VortexPillar, PrimaryEnvironment: VortexPillar
KL: [02:33:04.142] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [429] 星旋怪 => VortexPillar, PrimaryEnvironment: VortexPillar
KL: [02:33:04.143] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [430] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.143] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [431] 冰冻僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.144] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [432] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.145] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [433] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.146] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [434] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.147] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [435] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.148] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [436] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.149] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [437] 神秘碑牌 => None, PrimaryEnvironment: None
KL: [02:33:04.151] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [438] 拜月教忠教徒 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.152] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [439] 拜月教邪教徒 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.153] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [440] 拜月教邪教徒 => None, PrimaryEnvironment: None
KL: [02:33:04.154] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [441] 税收官 => Snow, PrimaryEnvironment: Snow
KL: [02:33:04.154] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [442] 金鸟 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.155] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [443] 金兔 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.156] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [444] 金蝴蝶 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.157] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [445] 金蛙 => Jungle, PrimaryEnvironment: Jungle
KL: [02:33:04.158] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [446] 金蚱蜢 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.159] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [447] 金老鼠 => Underground, PrimaryEnvironment: Underground
KL: [02:33:04.160] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [448] 金蠕虫 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.161] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [449] 骷髅 => None, PrimaryEnvironment: None
KL: [02:33:04.161] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [450] 骷髅 => None, PrimaryEnvironment: None
KL: [02:33:04.163] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [451] 骷髅 => None, PrimaryEnvironment: None
KL: [02:33:04.164] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [452] 骷髅 => None, PrimaryEnvironment: None
KL: [02:33:04.165] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [453] 骷髅商人 => Underground, PrimaryEnvironment: Underground
KL: [02:33:04.166] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [454] 幻影弓龙 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.166] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [455] 幻影弓龙 => None, PrimaryEnvironment: None
KL: [02:33:04.167] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [456] 幻影弓龙 => None, PrimaryEnvironment: None
KL: [02:33:04.168] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [457] 幻影弓龙 => None, PrimaryEnvironment: None
KL: [02:33:04.169] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [458] 幻影弓龙 => None, PrimaryEnvironment: None
KL: [02:33:04.172] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [459] 幻影弓龙 => None, PrimaryEnvironment: None
KL: [02:33:04.173] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [460] 屠夫 => None, PrimaryEnvironment: None
KL: [02:33:04.174] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [461] 水月怪 => None, PrimaryEnvironment: None
KL: [02:33:04.175] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [462] 弗里茨 => None, PrimaryEnvironment: None
KL: [02:33:04.176] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [463] 钉头 => None, PrimaryEnvironment: None
KL: [02:33:04.177] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [464] 毒兔兔 => None, PrimaryEnvironment: None
KL: [02:33:04.178] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [465] 毒金鱼 => None, PrimaryEnvironment: None
KL: [02:33:04.179] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [466] 变态人 => None, PrimaryEnvironment: None
KL: [02:33:04.180] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [467] 致命球 => None, PrimaryEnvironment: None
KL: [02:33:04.182] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [468] 飞人博士 => None, PrimaryEnvironment: None
KL: [02:33:04.183] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [469] 攀爬魔 => None, PrimaryEnvironment: None
KL: [02:33:04.184] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [470] 毒企鹅 => None, PrimaryEnvironment: None
KL: [02:33:04.185] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [471] 哥布林术士 => None, PrimaryEnvironment: None
KL: [02:33:04.185] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [472] 暗影焰幻鬼 => None, PrimaryEnvironment: None
KL: [02:33:04.186] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [473] 腐化宝箱怪 => UndergroundCorruption, PrimaryEnvironment: UndergroundCorruption
KL: [02:33:04.187] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [474] 猩红宝箱怪 => UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson
KL: [02:33:04.189] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [475] 神圣宝箱怪 => UndergroundHallow, PrimaryEnvironment: UndergroundHallow
KL: [02:33:04.189] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [476] 丛林宝箱怪 => None, PrimaryEnvironment: None
KL: [02:33:04.190] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [477] 蛾怪 => None, PrimaryEnvironment: None
KL: [02:33:04.191] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [478] 蛾怪蛋 => None, PrimaryEnvironment: None
KL: [02:33:04.192] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [479] 蛾怪宝宝 => None, PrimaryEnvironment: None
KL: [02:33:04.193] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [480] 蛇发女妖 => Marble, PrimaryEnvironment: Marble
KL: [02:33:04.194] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [481] 装甲步兵 => Marble, PrimaryEnvironment: Marble
KL: [02:33:04.195] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [482] 花岗岩巨人 => Granite, PrimaryEnvironment: Granite
KL: [02:33:04.196] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [483] 花岗精 => Granite, PrimaryEnvironment: Granite
KL: [02:33:04.197] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [484] 附魔夜行者 => None, PrimaryEnvironment: None
KL: [02:33:04.198] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [485] 蛆虫 => Jungle, PrimaryEnvironment: Jungle
KL: [02:33:04.199] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [486] 鼻涕虫 => Jungle, PrimaryEnvironment: Jungle
KL: [02:33:04.200] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [487] 蚜虫 => Jungle, PrimaryEnvironment: Jungle
KL: [02:33:04.201] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [488] 傀儡 => None, PrimaryEnvironment: None
KL: [02:33:04.202] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [489] 血腥僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.202] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [490] 滴滴怪 => None, PrimaryEnvironment: None
KL: [02:33:04.203] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [491] 荷兰飞盗船 => None, PrimaryEnvironment: None
KL: [02:33:04.204] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [492] 荷兰大炮 => None, PrimaryEnvironment: None
KL: [02:33:04.205] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [493] 星尘柱 => StardustPillar, PrimaryEnvironment: StardustPillar
KL: [02:33:04.206] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [494] 龙虾 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:04.207] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [495] 龙虾 => None, PrimaryEnvironment: None
KL: [02:33:04.208] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [496] 巨型卷壳怪 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:04.209] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [497] 巨型卷壳怪 => None, PrimaryEnvironment: None
KL: [02:33:04.210] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [498] 蝾螈 => None, PrimaryEnvironment: None
KL: [02:33:04.211] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [499] 蝾螈 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:04.212] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [500] 蝾螈 => None, PrimaryEnvironment: None
KL: [02:33:04.214] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [501] 蝾螈 => None, PrimaryEnvironment: None
KL: [02:33:04.215] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [502] 蝾螈 => None, PrimaryEnvironment: None
KL: [02:33:04.216] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [503] 蝾螈 => None, PrimaryEnvironment: None
KL: [02:33:04.217] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [504] 蝾螈 => None, PrimaryEnvironment: None
KL: [02:33:04.218] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [505] 蝾螈 => None, PrimaryEnvironment: None
KL: [02:33:04.219] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [506] 蝾螈 => None, PrimaryEnvironment: None
KL: [02:33:04.220] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [507] 星云柱 => NebulaPillar, PrimaryEnvironment: NebulaPillar
KL: [02:33:04.221] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [508] 巨型蚁狮马 => UndergroundDesert, PrimaryEnvironment: UndergroundDesert
KL: [02:33:04.222] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [509] 巨型蚁狮蜂 => UndergroundDesert, PrimaryEnvironment: UndergroundDesert
KL: [02:33:04.223] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [510] 沙虫 => Desert, UndergroundDesert, PrimaryEnvironment: UndergroundDesert
KL: [02:33:04.224] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [511] 沙虫 => None, PrimaryEnvironment: None
KL: [02:33:04.225] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [512] 沙虫 => None, PrimaryEnvironment: None
KL: [02:33:04.226] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [513] 墓穴爬虫 => UndergroundDesert, PrimaryEnvironment: UndergroundDesert
KL: [02:33:04.227] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [514] 墓穴爬虫 => None, PrimaryEnvironment: None
KL: [02:33:04.228] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [515] 墓穴爬虫 => None, PrimaryEnvironment: None
KL: [02:33:04.230] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [516] 耀斑 => None, PrimaryEnvironment: None
KL: [02:33:04.231] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [517] 日耀柱 => SolarPillar, PrimaryEnvironment: SolarPillar
KL: [02:33:04.232] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [518] 火龙战士 => SolarPillar, PrimaryEnvironment: SolarPillar
KL: [02:33:04.233] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [519] 日耀碎片 => None, PrimaryEnvironment: None
KL: [02:33:04.234] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [520] 火星走妖 => None, PrimaryEnvironment: None
KL: [02:33:04.235] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [521] 远古幻影妖 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.236] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [522] 远古光明妖 => None, PrimaryEnvironment: None
KL: [02:33:04.237] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [523] 远古噩运妖 => None, PrimaryEnvironment: None
KL: [02:33:04.239] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [524] 食尸鬼 => UndergroundDesert, PrimaryEnvironment: UndergroundDesert
KL: [02:33:04.241] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [525] 腐恶食尸鬼 => CorruptUndergroundDesert, PrimaryEnvironment: CorruptUndergroundDesert
KL: [02:33:04.242] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [526] 红染食尸鬼 => CrimsonUndergroundDesert, PrimaryEnvironment: CrimsonUndergroundDesert
KL: [02:33:04.243] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [527] 神梦食尸鬼 => HallowUndergroundDesert, PrimaryEnvironment: HallowUndergroundDesert
KL: [02:33:04.245] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [528] 拉弥亚 => UndergroundDesert, HallowUndergroundDesert, PrimaryEnvironment: HallowUndergroundDesert
KL: [02:33:04.246] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [529] 拉弥亚 => CorruptUndergroundDesert, CrimsonUndergroundDesert, PrimaryEnvironment: CrimsonUndergroundDesert
KL: [02:33:04.247] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [530] 沙贼 => None, PrimaryEnvironment: None
KL: [02:33:04.248] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [531] 沙贼 => UndergroundDesert, PrimaryEnvironment: UndergroundDesert
KL: [02:33:04.249] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [532] 蛇蜥怪 => UndergroundDesert, PrimaryEnvironment: UndergroundDesert
